state,program,Investment Type,Investment Dollars,Number of Investments
Ohio,Single Family Housing,Loan Funds - Guaranteed,"198,988",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"85,858",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"157,777",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"289,898",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"678,685",5
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"171,767",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"95,959",1
Ohio,Single Family Housing,Grant Funds,"3,687",1
Ohio,Single Family Housing,Grant Funds,"9,295",1
Ohio,Single Family Housing,Loan Funds - Direct,"2,361",1
Ohio,Single Family Housing,Loan Funds - Direct,"7,499",1
Ohio,Single Family Housing,Grant Funds,"9,650",1
Ohio,Multifamily Housing,Grant Funds,"148,710",1
Ohio,Multifamily Housing,Grant Funds,"254,110",1
Ohio,Multifamily Housing,Grant Funds,"227,540",1
Ohio,Multifamily Housing,Grant Funds,"210,813",1
Ohio,Single Family Housing,Loan Funds - Direct,"180,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"238,151",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"210,101",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"1,030,704",5
Ohio,Single Family Housing,Loan Funds - Guaranteed,"205,959",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"344,241",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"272,727",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"339,393",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"329,292",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"277,060",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"565,654",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"184,848",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"159,898",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"136,060",1
Ohio,Single Family Housing,Loan Funds - Direct,"12,660",1
Ohio,Business Programs,Grant Funds,"389,387",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"161,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"170,707",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"186,868",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"138,383",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"303,030",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"185,858",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"220,202",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"252,525",1
Ohio,Single Family Housing,Loan Funds - Direct,"14,999",1
Ohio,Business Programs,Grant Funds,"34,700",1
Ohio,Business Programs,Grant Funds,"18,930",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"103,030",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"142,410",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"110,580",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"107,878",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"161,616",1
Ohio,Business Programs,Grant Funds,"76,800",1
Ohio,Business Programs,Grant Funds,"37,440",1
Ohio,Multifamily Housing,Grant Funds,"141,826",1
Ohio,Multifamily Housing,Grant Funds,"137,197",1
Ohio,Multifamily Housing,Grant Funds,"389,804",1
Ohio,Multifamily Housing,Grant Funds,"7,435",1
Ohio,Single Family Housing,Loan Funds - Direct,"192,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"126,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"422,121",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"210,101",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"207,070",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"489,674",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"207,070",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"161,616",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"233,333",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"254,545",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"202,020",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"217,171",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"202,020",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"161,616",1
Ohio,Business Programs,Grant Funds,"555,206",1
Ohio,Business Programs,Grant Funds,"56,775",1
Ohio,Multifamily Housing,Grant Funds,"23,375",1
Ohio,Multifamily Housing,Grant Funds,"135,016",1
Ohio,Multifamily Housing,Grant Funds,"158,412",1
Ohio,Multifamily Housing,Grant Funds,"9,071",1
Ohio,Multifamily Housing,Grant Funds,"242,007",1
Ohio,Single Family Housing,Loan Funds - Direct,"306,893",1
Ohio,Single Family Housing,Loan Funds - Direct,"225,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"136,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"277,777",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"168,080",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"131,313",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"207,070",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"158,585",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"187,373",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"153,535",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"252,525",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"119,900",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"132,323",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"148,484",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"180,050",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"247,474",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Multifamily Housing,Grant Funds,"167,872",1
Ohio,Multifamily Housing,Grant Funds,"45,033",1
Ohio,Single Family Housing,Loan Funds - Direct,"157,597",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,540",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"179,292",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"389,292",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"237,373",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"204,545",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"252,525",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"186,868",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"362,625",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"289,898",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"247,474",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"179,797",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"186,868",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"209,090",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"247,474",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"341,211",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"390,909",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,717",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"294,949",1
Ohio,Single Family Housing,Grant Funds,"22,325",3
Ohio,Single Family Housing,Loan Funds - Direct,"14,185",1
Ohio,Water and Environmental,Loan Funds - Direct,"7,500,000",1
Ohio,Business Programs,Grant Funds,"133,636",1
Ohio,Business Programs,Grant Funds,"46,273",1
Ohio,Multifamily Housing,Grant Funds,"169,189",1
Ohio,Multifamily Housing,Grant Funds,"138,144",1
Ohio,Multifamily Housing,Grant Funds,"304,566",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"418,181",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"201,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"227,777",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"712,624",4
Ohio,Single Family Housing,Loan Funds - Guaranteed,"242,424",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"190,909",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"175,757",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"201,010",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"236,363",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"255,555",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"171,717",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"212,121",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"198,989",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"157,151",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"179,797",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"149,494",1
Ohio,Business Programs,Grant Funds,"65,394",1
Ohio,Multifamily Housing,Grant Funds,"159,420",1
Ohio,Multifamily Housing,Grant Funds,"126,718",1
Ohio,Multifamily Housing,Grant Funds,"81,917",1
Ohio,Multifamily Housing,Grant Funds,"141,378",1
Ohio,Multifamily Housing,Grant Funds,"17,258",1
Ohio,Multifamily Housing,Grant Funds,"37,559",1
Ohio,Multifamily Housing,Grant Funds,"130,848",1
Ohio,Multifamily Housing,Grant Funds,"94,857",1
Ohio,Multifamily Housing,Grant Funds,126,1
Ohio,Single Family Housing,Loan Funds - Direct,"155,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"162,950",1
Ohio,Single Family Housing,Loan Funds - Direct,"272,900",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"117,171",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"95,959",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"377,270",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"746,716",5
Ohio,Single Family Housing,Loan Funds - Guaranteed,"90,909",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"243,938",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"673,635",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"201,919",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"70,606",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"95,959",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"140,404",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"97,979",1
Ohio,Single Family Housing,Grant Funds,"20,000",2
Ohio,Single Family Housing,Grant Funds,"50,436",6
Ohio,Single Family Housing,Loan Funds - Direct,"4,738",2
Ohio,Business Programs,Grant Funds,"143,000",1
Ohio,Multifamily Housing,Grant Funds,"5,100",1
Ohio,Multifamily Housing,Grant Funds,"49,316",1
Ohio,Multifamily Housing,Grant Funds,"62,286",1
Ohio,Single Family Housing,Loan Funds - Direct,"130,855",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"347,474",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"1,850,095",13
Ohio,Single Family Housing,Loan Funds - Guaranteed,"200,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"159,595",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"169,696",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"185,858",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"73,787",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"141,313",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"78,787",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"79,797",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"125,252",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"101,010",1
Ohio,Single Family Housing,Grant Funds,"2,400",1
Ohio,Multifamily Housing,Grant Funds,"145,585",1
Ohio,Single Family Housing,Loan Funds - Direct,"280,830",1
Ohio,Single Family Housing,Loan Funds - Direct,"299,660",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"122,222",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"167,676",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"162,626",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"207,070",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"277,777",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"343,433",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"1,048,052",8
Ohio,Single Family Housing,Loan Funds - Guaranteed,"107,121",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"385,857",3
Ohio,Single Family Housing,Grant Funds,"17,645",2
Ohio,Business Programs,Grant Funds,"24,125",1
Ohio,Business Programs,Grant Funds,"37,013",1
Ohio,Business Programs,Grant Funds,"76,400",1
Ohio,Multifamily Housing,Grant Funds,"6,516",3
Ohio,Multifamily Housing,Grant Funds,"5,712",2
Ohio,Multifamily Housing,Grant Funds,"93,099",1
Ohio,Multifamily Housing,Grant Funds,"222,065",1
Ohio,Single Family Housing,Loan Funds - Direct,"119,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"170,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"206,565",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"121,200",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"347,979",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"306,018",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"467,665",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"2,073,688",14
Ohio,Single Family Housing,Loan Funds - Guaranteed,"1,321,814",8
Ohio,Single Family Housing,Loan Funds - Guaranteed,"498,584",4
Ohio,Single Family Housing,Loan Funds - Guaranteed,"117,171",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"146,464",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"201,413",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"131,313",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Loan Funds - Direct,"53,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"907,675",7
Ohio,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Grant Funds,"41,366",5
Ohio,Single Family Housing,Grant Funds,"8,350",1
Ohio,Business Programs,Grant Funds,"31,680",1
Ohio,Multifamily Housing,Grant Funds,"68,167",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"261,616",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"193,737",1
Ohio,Business Programs,Grant Funds,"14,875",1
Ohio,Multifamily Housing,Grant Funds,"101,397",1
Ohio,Single Family Housing,Loan Funds - Direct,"213,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"100,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"115,151",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"152,525",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"422,222",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"232,272",1
Ohio,Business Programs,Grant Funds,"146,059",1
Ohio,Multifamily Housing,Grant Funds,"214,166",1
Ohio,Multifamily Housing,Grant Funds,"266,017",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"626,200",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"217,171",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"313,131",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"378,635",2
Ohio,Multifamily Housing,Grant Funds,"179,022",1
Ohio,Single Family Housing,Loan Funds - Direct,"148,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"237,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"635,857",4
Ohio,Single Family Housing,Loan Funds - Guaranteed,"403,029",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"191,818",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"335,150",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"106,060",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"164,141",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"202,020",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"429,191",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"302,929",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"169,182",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"123,232",1
Ohio,Multifamily Housing,Grant Funds,"4,232",1
Ohio,Multifamily Housing,Grant Funds,"398,246",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"181,818",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"317,171",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"203,535",1
Ohio,Multifamily Housing,Grant Funds,"53,612",1
Ohio,Multifamily Housing,Grant Funds,"192,277",1
Ohio,Multifamily Housing,Grant Funds,"98,430",1
Ohio,Multifamily Housing,Grant Funds,"232,020",1
Ohio,Multifamily Housing,Grant Funds,"23,532",7
Ohio,Multifamily Housing,Grant Funds,"3,732",1
Ohio,Single Family Housing,Loan Funds - Direct,"256,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"376,766",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"368,686",1
Ohio,Single Family Housing,Grant Funds,"10,000",1
Ohio,Single Family Housing,Grant Funds,"8,780",1
Ohio,Single Family Housing,Loan Funds - Direct,"18,287",1
Ohio,Multifamily Housing,Grant Funds,"182,949",1
Ohio,Multifamily Housing,Grant Funds,"285,785",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"135,353",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"270,424",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"134,343",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"269,191",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"107,060",1
Ohio,Single Family Housing,Grant Funds,"9,300",1
Ohio,Single Family Housing,Loan Funds - Direct,"37,325",1
Ohio,Business Programs,Grant Funds,"13,389",1
Ohio,Multifamily Housing,Grant Funds,"74,078",1
Ohio,Single Family Housing,Loan Funds - Direct,"465,000",2
Ohio,Single Family Housing,Loan Funds - Direct,"205,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"258,585",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,414",1
Ohio,Business Programs,Grant Funds,"30,172",1
Ohio,Single Family Housing,Loan Funds - Direct,"161,270",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"129,747",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"333,333",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"242,424",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"296,969",1
Ohio,Multifamily Housing,Grant Funds,"4,428",1
Ohio,Multifamily Housing,Grant Funds,"30,408",6
Ohio,Multifamily Housing,Grant Funds,"7,980",2
Ohio,Multifamily Housing,Grant Funds,"132,691",1
Ohio,Single Family Housing,Loan Funds - Direct,"309,335",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"108,888",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"158,585",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"972,522",5
Ohio,Single Family Housing,Loan Funds - Guaranteed,"95,950",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"128,484",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"121,212",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"75,757",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"118,686",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"136,161",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"186,868",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"688,281",4
Ohio,Single Family Housing,Loan Funds - Guaranteed,"133,219",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"112,413",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"205,049",2
Ohio,Multifamily Housing,Grant Funds,"301,712",1
Ohio,Single Family Housing,Loan Funds - Direct,"210,830",1
Ohio,Single Family Housing,Loan Funds - Direct,"303,173",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"343,029",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"138,383",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"462,625",3
Ohio,Multifamily Housing,Grant Funds,"278,154",1
Ohio,Multifamily Housing,Grant Funds,"198,674",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"84,050",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"217,070",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"173,682",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"118,686",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"402,524",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"112,020",1
Ohio,Multifamily Housing,Grant Funds,"40,787",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"211,111",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"80,808",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"121,010",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"106,060",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"83,333",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"80,808",1
Ohio,Multifamily Housing,Grant Funds,"179,062",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"143,434",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"163,939",1
Ohio,Multifamily Housing,Grant Funds,"83,105",1
Ohio,Multifamily Housing,Grant Funds,"138,168",1
Ohio,Multifamily Housing,Grant Funds,"93,882",1
Ohio,Multifamily Housing,Grant Funds,"26,650",1
Ohio,Multifamily Housing,Grant Funds,"4,698",1
Ohio,Multifamily Housing,Grant Funds,"3,837",1
Ohio,Multifamily Housing,Grant Funds,"149,915",1
Ohio,Multifamily Housing,Grant Funds,"418,122",1
Ohio,Multifamily Housing,Grant Funds,"66,537",1
Ohio,Single Family Housing,Loan Funds - Direct,"145,000",1
Ohio,Single Family Housing,Loan Funds - Direct,"222,500",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"186,868",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"119,696",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"123,737",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"73,030",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"575,656",3
Ohio,Single Family Housing,Loan Funds - Guaranteed,"149,494",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"774,139",4
Ohio,Single Family Housing,Loan Funds - Guaranteed,"114,141",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"191,919",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"401,414",2
Ohio,Multifamily Housing,Grant Funds,"125,338",1
Ohio,Multifamily Housing,Grant Funds,"124,746",1
Ohio,Multifamily Housing,Grant Funds,"112,290",1
Ohio,Multifamily Housing,Grant Funds,"16,193",1
Ohio,Multifamily Housing,Grant Funds,"104,594",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"453,535",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"155,555",1
Ohio,Business Programs,Grant Funds,"290,150",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"147,474",1
Ohio,Single Family Housing,Grant Funds,"7,642",1
Ohio,Business Programs,Grant Funds,"63,600",1
Ohio,Business Programs,Grant Funds,"81,205",1
Ohio,Business Programs,Grant Funds,"31,852",1
Ohio,Multifamily Housing,Grant Funds,"113,737",1
Ohio,Multifamily Housing,Grant Funds,"54,637",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"212,121",1
Ohio,Single Family Housing,Grant Funds,"10,000",1
Ohio,Multifamily Housing,Grant Funds,"40,403",1
Ohio,Multifamily Housing,Grant Funds,"73,247",1
Ohio,Multifamily Housing,Grant Funds,"36,616",2
Ohio,Single Family Housing,Loan Funds - Direct,"183,000",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"131,313",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"274,140",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"73,737",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"193,333",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"126,262",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"1,436,447",10
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"194,444",1
Ohio,Multifamily Housing,Grant Funds,"192,582",1
Ohio,Multifamily Housing,Grant Funds,"225,812",1
Ohio,Multifamily Housing,Grant Funds,"188,144",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"123,900",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"118,181",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"171,717",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"179,797",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"153,535",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"156,565",1
Ohio,Single Family Housing,Grant Funds,"19,900",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"90,909",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"152,525",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"113,030",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"128,282",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"195,207",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"808,987",6
Ohio,Single Family Housing,Loan Funds - Guaranteed,"108,080",1
Ohio,Single Family Housing,Loan Funds - Guaranteed,"232,323",2
Ohio,Single Family Housing,Loan Funds - Guaranteed,"339,696",3
Ohio,Single Family Housing,Grant Funds,"4,100",1
Ohio,Single Family Housing,Loan Funds - Direct,"5,954",2
